SEEN
https:www.foxnews.com/auto/porsche-aims-high-with-hemp-bodied-car
http:www.foxnews.com/health/2012/07/13/one-in-eight-with-fibromyalgia-uses-cannabis-as-medicine/
http:www.foxnews.com/health/2012/06/08/cdc-more-us-teens-smoke-marijuana-than-cigarettes/
http:www.foxnews.com/health/2012/03/20/researchers-study-neuroprotective-properties-in-cannabis/
http:www.foxnews.com/health/2012/03/20/concern-growing-over-synthetic-marijuana/
http:www.foxnews.com/health/2012/01/13/feds-crack-down-on-colorado-medical-pot-dispensaries/
http:www.foxnews.com/entertainment/2011/12/08/weed-wars-goes-inside-medical-marijuana-dispensary/
http:www.foxnews.com/health/2011/12/14/survey-teen-smoking-at-historic-lows-but-marijuana-use-high/
http:www.foxnews.com/health/2011/05/05/dad-claims-marijuana-helped-3-year-old-son-beat-cancer/
http:www.foxnews.com/health/2011/02/11/pot-use-mellow-mens-sexual-function/
http:www.foxnews.com/health/2011/02/08/smoking-pot-hasten-onset-mental-illness/
http:www.foxnews.com/entertainment/2011/12/29/blair-witch-star-heather-donahue-chronicles-second-career-growing-pot-in-new/
http:www.foxnews.com/entertainment/2011/03/14/james-freys-new-book-messiah-smoking-pot-sleeping-hooker/
http:www.foxnews.com/health/2010/10/19/benefits-marijuana/
http:www.foxnews.com/health/2010/03/10/cannabis-deficient/
http:www.foxnews.com/health/2010/03/01/long-term-marijuana-use-double-risk-psychosis/
http:www.foxnews.com/health/2010/11/16/study-early-marijuana-use-increase-brain-damage/print
http:www.foxnews.com/politics/2009/02/07/obama-change-medical-marijuana-policy/
http:www.foxnews.com/entertainment/2009/07/08/harry-potter-star-face-years-growing-marijuana-farm/
http:www.foxnews.com/entertainment/2009/04/08/cops-pot-farm-bedroom-harry-potter-star/
http:www.foxnews.com/health/2009/02/09/great-medical-marijuana-debate/
http:www.foxnews.com/health/2008/05/09/new-report-links-teens-depression-marijuana-mental-illness-suicidal-thoughts/
2_10_21
https:www.washingtonpost.com/express/2019/04/18/weed-walking-waffles-national-cannabis-festival-founder-caroline-phillips-dc-dream-day/
https:www.washingtonpost.com/arts-entertainment/2019/11/11/neil-young-was-honest-his-us-citizenship-app-says-his-weed-smoking-is-holding-things-up/
https:www.washingtonpost.com/blogs/govbeat/wp/2014/07/24/blacks-in-seattle-disproportionately-fined-for-using-pot-in-public/
https:www.washingtonpost.com/blogs/govbeat/wp/2015/08/17/eleven-years-after-being-approved-montanas-medical-marijuana-industry-faces-an-existential-threat/
https:www.washingtonpost.com/blogs/mike-debonis/wp/2013/04/17/marijuana-policy-groups-kick-off-d-c-legalization-campaign-with-poll/
https:www.washingtonpost.com/amphtml/nation/2019/03/10/police-searched-cancer-patients-room-weed-after-someone-called/
https:www.washingtonpost.com/blogs/govbeat/wp/2015/03/09/whats-in-the-historic-medical-marijuana-bill-being-unveiled-on-tuesday/
https:www.washingtonpost.com/blogs/govbeat/wp/2015/03/09/in-a-first-senators-plan-to-introduce-federal-medical-marijuana-bill/
https:www.washingtonpost.com/amphtml/business/2018/08/30/republican-lawmakers-this-us-territory-just-voted-legalize-marijuana/
https:www.washingtonpost.com/amphtml/local/virginia-politics/dozens-compete-for-a-piece-of-virginias-limited-medical-marijuana-market/2018/08/20/d8b62aac-a16d-11e8-93e3-24d1703d2a7a_story.html
https:www.washingtonpost.com/amphtml/business/big-safety-testing-failure-rate-for-california-pot-products/2018/09/11/fd71933e-b5d3-11e8-ae4f-2c1439c96d79_story.html
https:www.washingtonpost.com/amphtml/news/global-opinions/wp/2018/07/18/legalization-alone-wont-erase-canadas-prejudiced-pot-convictions-we-need-mass-pardons/
https:www.washingtonpost.com/amphtml/news/powerpost/wp/2017/11/06/veterans-tell-of-medical-marijuana-use-in-defiance-of-backward-federal-policy/
https:www.washingtonpost.com/amphtml/national/it-is-too-risky-marijuana-group-says-pnc-bank-to-close-its-accounts-amid-fears-of-a-doj-crackdown/2017/06/20/130ee7b2-550b-11e7-b38e-35fd8e0c288f_story.html
https:www.washingtonpost.com/amphtml/lifestyle/magazine/can-marijuana-rescue-coal-country/2017/08/07/87ef803a-68ae-11e7-8eb5-cbccc2e7bfbf_story.html
https:www.washingtonpost.com/amphtml/local/public-safety/dc-arrests-for-public-use-of-marijuana-nearly-tripled-last-year/2017/07/11/906bea50-627d-11e7-8b2b-b6c8c99c3bea_story.html
https:www.washingtonpost.com/amphtml/news/wonk/wp/2016/10/12/police-arrest-more-people-for-marijuana-use-than-for-all-violent-crimes-combined/
https:www.washingtonpost.com/amphtml/news/wonk/wp/2016/11/21/donald-trumps-attorney-general-pick-could-destroy-the-recreational-pot-industry/
https:www.washingtonpost.com/amphtml/news/animalia/wp/2016/10/28/as-marijuana-legalization-spreads-more-pets-are-getting-high/
https:www.washingtonpost.com/blogs/plum-line/wp/2014/04/23/why-the-marijuana-issue-is-only-going-to-get-bigger/
https:www.washingtonpost.com/blogs/post-partisan/wp/2014/01/06/the-insiders-republicans-just-say-no-to-marijuana/
https:www.washingtonpost.com/blogs/govbeat/wp/2013/12/27/legalizing-pot-could-save-california-hundreds-of-millions-every-year-state-says/
https:www.washingtonpost.com/blogs/post-partisan/wp/2013/10/22/looks-like-democrats-have-a-weed-fight-coming/
https:www.washingtonpost.com/archive/local/1978/10/13/students-urge-decriminalized-marijuana-use/2f6f6cd8-52b9-4ef8-a20e-9d0de24db374/
https:www.washingtonpost.com/archive/local/1978/05/19/glaucoma-victim-gets-marijuana-use-rights/eb33b621-f5a9-486a-a203-9dbd826de2a5/
https:www.washingtonpost.com/archive/politics/1977/09/13/momentum-on-easing-marijuana-laws/f0c75fcf-5752-4245-a41b-30f3a6ae807d/
https:www.washingtonpost.com/archive/politics/1977/08/03/carter-endorses-decriminalization-of-marijuana/7e4b0e9a-90c9-4bdb-a49b-57290236a671/
https:www.washingtonpost.com/archive/politics/1977/05/16/59-feel-marijuana-is-addictive-and-that-it-leads-to-hard-drugs/00e7e773-411c-416f-b66e-6b20db28f2e9/
http:www.washingtonpost.com/blogs/mike-debonis/post/vincent-orange-proposes-capping-dc-marijuana-sites/2012/01/12/gIQAhiqMuP_blog.html
http:www.washingtonpost.com/blogs/early-lead/post/report-elijah-dukes-tried-to-eat-bag-of-marijuana-after-traffic-stop/2012/02/23/gIQAF1cVVR_blog.html
http:www.washingtonpost.com/blogs/crime-scene/post/dc-police-cracking-down-on-fake-pot/2011/03/21/ABnxddDB_blog.html
http:www.washingtonpost.com/blogs/celebritology/post/willie-nelsons-marijuana-related-plea-deal-rejected/2011/07/07/gIQAnyt21H_blog.html
http:www.washingtonpost.com/blogs/blogpost/post/marijuana-legalization-is-the-war-on-drugs-working/2011/06/02/AGtC1JHH_blog.html
http:www.washingtonpost.com/blogs/blogpost/post/antoine-dodson-viral-video-star-arrested-for-marijuana-possession/2011/04/25/AFO4OKiE_blog.html
12_21_21
http:www.breitbart.com/Big-Hollywood/2009/08/05/The-Consequence-of-Come-On--Its-Just-Pot
http:www.breitbart.com/BBTV%20SC%20Login/2010/09/16/Pot-Smoking-Baby
http:www.breitbart.com/big-government/2011/06/24/doobie-brothers-ron-and-barney/
http:www.breitbart.com/big-government/2012/12/11/gallup-two-in-three-americans-favor-federalism-for-marijuana-laws/
https:www.breitbart.com/Big-Government/2013/12/31/colorado-predicts-more-than-500-million-in-marijuana-sales-next-year/
https:www.breitbart.com/border/2014/03/09/son-sets-mom-apartment-on-fire-for-refusing-to-buy-him-marijuana/
https:www.breitbart.com/big-government/2015/10/21/cdc-marijuana-surpasses-cigarette-smoking-high-school/
https:www.breitbart.com/big-government/2016/08/31/federal-court-gun-ban-marijuana-card-holders-constitutional/
https:www.breitbart.com/big-government/2017/06/14/government-ganja-greed-mass-seeks-to-more-than-double-pot-tax-7-months-after-legalization/
https:www.breitbart.com/asia/2018/12/03/philippines-duterte-jokes-smoked-marijuana-southeast-asian-summit-stay-awake/
https:www.breitbart.com/border/2019/05/13/weekend-raids-net-more-than-3-tons-of-meth-marijuana-in-tijuana/
12_20_20
http:www.huffingtonpost.com/2008/06/27/marijuana-loopholes-in-ne_n_109669.html
https:www.huffpost.com/entry/if-pot-prevented-cancer-y_n_261157
http:www.huffingtonpost.com/2010/01/08/weed-school-marijuana-gro_n_416789.html
https:www.huffpost.com/entry/can-medical-marijuana-help-arthritis_n_873189
https:www.huffpost.com/entry/legal-marijuana-how-to-invest-in-pot_n_2129154
https:www.huffpost.com/entry/marijuana-cancer_n_4158865
https:www.huffpost.com/entry/doctors-medical-marijuana_n_5064782
https:www.huffpost.com/entry/marijuana-broken-bones_n_55ad1e24e4b0d2ded39f7bef
https:www.huffpost.com/entry/9-ways-to-use-hemp-oil-in_b_10145990
https:www.huffpost.com/entry/it-is-okay-to-expect-the-unexpected-with-medical-marijuana_b_58839b71e4b08f5134b62125
https:www.huffpost.com/entry/cannabis-skincare-products_n_5ad89740e4b0e4d0715de13d
https:www.huffpost.com/entry/kamala-harris-legalize-weed-marijuana_n_5c61b154e4b0f9e1b1806193
12_19_20
http:www.foxnews.com/health/2008/06/12/marijuana-poses-health-risks/
http:www.foxnews.com/health/2014/03/19/ptsd-added-to-medical-marijuana-worthy-conditions-in-michigan/
http:www.foxnews.com/politics/2015/05/04/black-farmers-say-floridas-medical-marijuana-law-shuts-them-out.html
http:www.foxnews.com/health/2015/01/13/half-teen-young-adult-car-crash-deaths-involve-pot-or-alcohol.html
http:www.foxnews.com/health/2016/03/30/whoopi-goldberg-launches-line-medical-marijuana-products-for-women.html
http:www.foxnews.com/health/2016/03/16/13-year-old-who-moved-for-access-to-medical-marijuana-dies.html
http:www.foxnews.com/entertainment/2017/10/22/corey-feldman-details-his-recent-arrest-for-marijuana-possession-on-social-media.html
http:www.foxnews.com/auto/2017/06/23/insurance-study-ties-legal-pot-to-boost-in-car-crash-claims.html
http:www.foxnews.com/entertainment/2018/01/02/outrage-grows-over-cnns-pot-infused-new-years-segment.html
http:www.foxnews.com/auto/2018/02/13/fatal-car-crashes-higher-on-420-marijuana-holiday.html
https:www.foxnews.com/health/can-you-use-medical-marijuana-if-youre-a-diabetic
https:www.foxnews.com/health/california-doctor-license-revoked-prescribing-pot-cookies-to-treat-boys-temper-tantrums
12_18_21
https:www.washingtonpost.com/archive/politics/1991/06/22/hhs-to-phase-out-marijuana-program/85908c08-c6d0-4aeb-9f43-3334ece0a35f/
https:www.washingtonpost.com/archive/politics/2003/05/23/ehrlich-signs-marijuana-bill/2f9a470c-b7da-4450-91b2-6293ec5a8664/
https:www.washingtonpost.com/blogs/early-lead/post/robert-garrigus-says-he-and-other-golfers-smoked-pot-during-nationwide-tour-events/2011/06/30/AGtGyQsH_blog.html
https:www.washingtonpost.com/blogs/post-partisan/wp/2013/06/11/the-insiders-the-gop-should-continue-to-oppose-marijuana-legalization/
https:www.washingtonpost.com/blogs/reliable-source/post/quoted-frank-ocean-acknowledges-pot-arrest-seems-unrattled-by-it/2013/01/04/f2a514ea-56c4-11e2-8b9e-dd8773594efc_blog.html
https:www.washingtonpost.com/blogs/govbeat/wp/2015/02/18/group-opposed-to-legal-marijuana-plans-to-sue-colorado-and-industry-participants/
https:www.washingtonpost.com/amphtml/news/early-lead/wp/2016/06/19/jim-mcmahon-leonard-marshall-say-marijuana-can-help-nfl-players/
https:www.washingtonpost.com/amphtml/news/to-your-health/wp/2016/11/09/medical-marijuana-victories-in-florida-north-dakota-arkansas-montana-turn-the-tide/
https:www.washingtonpost.com/business/2019/11/15/only-percent-americans-say-marijuana-should-be-completely-illegal/
https:www.washingtonpost.com/business/2019/12/27/americas-marijuana-growers-are-best-world-federal-laws-are-keeping-them-out-global-markets/
11_28_20
http:www.nytimes.com/1987/11/10/us/gore-s-fears-are-eased-on-issue-of-marijuana.html
http:www.nytimes.com/1987/11/08/us/ginsburg-withdraws-name-as-supreme-court-nominee-citing-marijuana-clamor.html
http:www.nytimes.com/1983/07/05/science/marijuana-pollen-found-allergenic.html
http:www.nytimes.com/1987/08/15/opinion/l-the-uses-of-marijuana-with-cancer-treatment-186687.html
http:www.nytimes.com/1981/10/26/nyregion/hashish-in-sunken-ship-found-off-jersey-shore.html
11_21_20
http:www.foxnews.com/entertainment/2013/11/11/miley-cyrus-lights-up-marijuana-joint-on-stage-at-amsterdam-awards-show/
http:www.foxnews.com/entertainment/2013/05/24/actress-bynes-arrested-in-nyc-on-marijuana-charge/
https:www.foxnews.com/entertainment/cnn-revels-in-pot-smoke-during-new-years-eve-report-from-denver
http:www.foxnews.com/entertainment/2011/11/28/miley-cyrus-jokes-about-smoking-too-much-weed-at-1th-birthday-party.html
http:www.foxnews.com/entertainment/2011/06/07/willie-nelson-fined-500-in-marijuana-case.html
http:www.foxnews.com/entertainment/2011/03/14/james-freys-new-book-messiah-smoking-pot-sleeping-hooker/print
http:www.foxnews.com/entertainment/2013/02/09/snoop-dogg-smokes-marijuana-on-stage-during-bmi-songwriting-panel/print
https:www.foxnews.com/entertainment/baby-bash-arrested-for-possession-of-marijuana
http:www.foxnews.com/entertainment/2010/06/04/gossip-girl-star-chace-crawford-busted-marijuana-pot-possession.html
http:www.foxnews.com/entertainment/2010/09/08/bob-marleys-daughter-pleads-guilty-growing-marijuana-home/print.html
http:www.foxnews.com/entertainment/2010/11/29/willie-nelson-likely-face-jail-pot-bust-expert-says/print
http:www.foxnews.com/entertainment/2013/02/08/exclusivenew-discovery-channel-series-pot-cops-chronicles-marijuana-crackdown/
11_16_20
http:www.foxnews.com/entertainment/2013/01/03/miss-universe-olivia-culpo-doesnt-like-pot/
http:www.foxnews.com/entertainment/2010/11/23/hugh-hefner-talks-monogomy-miley-cyrus-marijuana/
http:www.foxnews.com/entertainment/2012/01/26/brad-pitt-spent-decade-smoking-pot-which-0s-star-was-biggest-screwup/print
https:www.foxnews.com/entertainment/2014-emmys-marijuana-takes-center-stage
http:www.foxnews.com/entertainment/2009/04/03/carlos-santana-president-obama-legalize-pot-dude.html
http:www.foxnews.com/entertainment/2010/08/18/cheech-marin-slams-arizona-immigration-law-calls-legalization-pot/
http:www.foxnews.com/entertainment/2011/03/29/willie-nelson-sing-freedom-texas-pot-case/print
https:www.foxnews.com/auto/scientific-basis-for-laws-on-marijuana-driving-questioned
http:www.foxnews.com/auto/2017/01/23/pot-pursuit-speeder-tosses-drugs-from-car-during-highway-chase.html
http:www.foxnews.com/auto/2012/11/02/porsche-headlights-being-pilfered-to-grow-pot.html
http:www.foxnews.com/entertainment/2010/07/23/rocker-bret-michaels-buster-pot-drugs-tour-bus/print
http:www.foxnews.com/entertainment/2009/04/09/seth-rogen-says-smoking-weed-guy/print
11_09_20
https:www.washingtonpost.com/archive/local/1977/04/13/dc-policeman-wife-charged-with-possession-of-marijuana/fc31b70d-75e4-421b-8d04-5e487e7fb4d1/
https:www.washingtonpost.com/archive/business/1981/11/15/marijuana-lobbyists-claim-growers-harvest-record-crop/329c1497-5ec4-4c6c-97d7-9532b1d40a96/
https:www.washingtonpost.com/blogs/mike-debonis/post/four-medical-marijuana-dispensaries-approved/2012/06/12/gJQAXHyhXV_blog.html
https:www.washingtonpost.com/archive/local/1977/02/23/md-delegate-backs-study-on-easing-marijuana-law/8b714e1c-a57f-44f0-8821-c186c7606ced/
https:www.washingtonpost.com/amphtml/world/europe/in-italy-the-army-provides-medical-marijuana-and-thats-a-problem/2017/11/29/339e027e-d454-11e7-9ad9-ca0619edfa05_story.html
https:www.washingtonpost.com/blogs/in-the-loop/wp/2014/04/29/gop-congressman-pushes-for-medical-marijuana/
https:www.washingtonpost.com/amphtml/news/wonk/wp/2018/06/27/oklahoma-voters-just-approved-one-of-the-most-progressive-medical-marijuana-bills-in-the-country/
https:www.washingtonpost.com/archive/business/1982/12/18/in-third-week-the-pot-begins-to-bulge-nicely/2a6aa901-f53e-4200-9d9d-e4e24f38dcc2/
https:www.washingtonpost.com/blogs/in-the-loop/post/romneys-opportunity-on-pot-policy/2012/03/19/gIQAR3tFNS_blog.html
https:www.washingtonpost.com/amphtml/news/wonk/wp/2017/12/01/medical-marijuana-took-a-bite-out-of-alcohol-sales-recreational-pot-could-take-an-even-bigger-one/
https:www.washingtonpost.com/archive/business/1981/02/15/marijuana-a-pot-of-gold-in-latest-crop/b5fe4fd2-3262-428b-a964-15f09b7d37d4/
https:www.washingtonpost.com/blogs/in-the-loop/post/is-obama-endorsement-from-pot-group-smoke-and-mirrors/2012/08/29/b1e4bc46-f218-11e1-a612-3cfc842a6d89_blog.html
10_29_20
https:www.washingtonpost.com/blogs/govbeat/wp/2014/07/11/marijuana-demand-in-colorado-may-be-nearly-a-third-higher-than-previously-estimated/
https:www.washingtonpost.com/amphtml/news/posteverything/wp/2017/08/01/why-jeff-sessions-is-going-to-lose-his-war-against-cannabis/
https:www.washingtonpost.com/archive/business/1981/01/05/religions-marijuana-services-test-what-the-first-amendment-stands-for/18f9ffaa-4ab4-4c01-941f-b4271199a1f5/
https:www.washingtonpost.com/blogs/govbeat/wp/2014/07/08/theres-more-than-one-way-to-legalize-marijuana/
https:www.washingtonpost.com/amphtml/news/food/wp/2017/04/18/brands-want-to-capitalize-on-420-munchies-pot-advocates-say-its-time-to-grow-up/
https:www.washingtonpost.com/amphtml/news/early-lead/wp/2018/01/03/mike-tyson-breaks-ground-on-40-acre-marijuana-ranch-in-california/
https:www.washingtonpost.com/amphtml/news/early-lead/wp/2017/07/25/a-former-jets-player-is-suing-jeff-sessions-to-legalize-marijuana/
https:www.washingtonpost.com/blogs/govbeat/wp/2014/03/11/pot-sales-spark-warehouse-boom-in-colorado/
https:www.washingtonpost.com/amphtml/national/health-science/how-medical-marijuana-made-me-a-better-mom/2018/11/16/37f4a28a-dc76-11e8-b732-3c72cbf131f2_story.html
https:www.washingtonpost.com/amphtml/national/2018/01/10/study-legal-marijuana-could-generate-more-than-132-billion-in-federal-tax-revenue-and-1-million-jobs/
https:www.washingtonpost.com/amphtml/national/vermont-governor-vetoes-bill-to-legalize-marijuana-suggests-revisions/2017/05/24/7cc80e2e-3d03-11e7-a058-ddbb23c75d82_story.html
https:www.washingtonpost.com/blogs/behind-the-numbers/post/new-high-supports-legalizing-marijuana-cain-and-romney-close-in-sc-and-other-top-polls/2011/10/07/gIQAkRFnxL_blog.html
