doc_id,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50
51020131151.txt,-0.5899284694076862,0.0,0.9367817772106756,0.0,-0.30151323798513147,1.3437647560863062,2.164603158719601,0.8646482158063156,-0.34816588910483015,0.0,0.0,0.0,0.0,0.0,0.0,2.8997340368714686,0.0,0.0,0.3843886393573543,0.36567072511718474,0.0,0.0,0.0,0.0,0.0,0.0,-0.4791004659583776,2.123009908694829,-0.4480388426035764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27738469618718137,-0.5473422247362916,0.0,0.0,0.4169698807510085,0.0,0.0,-0.26618904625580386,0.0,0.0,0.0,-0.24474298635363795,0.0,0.0
51020131153.txt,0.0,0.0,0.39547616044831846,0.0,0.0,0.6602567915194413,4.4016204692547545,0.3992723168962727,0.0,0.0,0.0,0.0,-0.5442851964283821,0.0,0.0,3.541810989043833,0.0,0.0,-0.24634177279170144,-0.08057187457393894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2146835828354754,0.0,0.0,0.0,0.0,0.0,-0.3593229281958296,0.0,0.0,-0.3801960427897241,0.0,0.0,0.7669847711145835,0.0,0.0,0.0,0.0,0.0,0.0,-0.5806496420292584,0.0,0.0,0.0
51020131143.txt,-0.15906853363700305,0.0,0.0,0.0,0.0,-0.19764053578023283,0.8027968161404079,0.1417016432502902,-0.6091468603742751,-0.5399089685892188,0.0,0.0,0.0,0.0,0.24232653926696784,5.3421317279095275,-0.19240004734814026,0.0,-0.3057681116585094,5.087041347883671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13866892245485476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3645028905387736,0.0,0.0,-0.045068138409250974,0.0,0.0,-0.5816618801634316,0.0,0.0,0.0,-0.5448280527744962,0.0,0.0
30920174438.txt,0.0,0.0,0.0,-0.4659394884655196,0.0,1.1015136432087191,0.8516437329790311,0.2032845959611456,-0.46220986272517944,0.0,-0.5400718266022942,0.0,1.981772664721265,0.0,0.0,2.732626647205461,0.0,0.0,0.06287406106555951,0.0,0.0,0.0,0.0,-0.363793618230466,0.0,0.0,-0.6142251808998342,2.615562392856327,0.0,0.0,0.0,0.0,0.0,-0.4000027003277741,0.0,0.0,-0.3028153763290094,-0.3816273657505408,0.0,-0.2445058104950261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6525124661594186,0.0,0.0
51020131156.txt,0.0,0.0,0.0,0.0,0.0,0.0883027149933079,0.9852810240252869,1.7928688528420187,0.0,-0.07580684974140528,0.0,0.0,0.0,0.0,0.30305698300398815,6.959904911705215,0.0,0.0,-0.41236717787261745,-0.3390646684228807,0.0,0.0,0.0,0.0,0.0,-0.4789996187587868,-0.30575611759096316,0.5488628233229066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6094891365804886,0.0,0.0,0.0,0.0,-0.29919650833092687,0.0,-0.559615577845508,0.0,0.0,-0.44603423548768634,-0.5891408552746756,0.0,0.0
51020131142.txt,0.0,-0.7014702603798951,-0.2109231502954038,-0.6890604333538703,0.0,-0.3830749573194252,0.025934155347956726,-0.33278940524297473,-0.7202496836339208,0.0,0.0,-0.35307822065173566,-0.5572880515761343,0.0,-0.71172416604536,0.7785550007353248,0.0,0.0,-0.7847740827672608,0.3267156417424607,0.0,0.0,0.0,0.0,0.0,0.0,-0.7784730772664022,-0.5405623727140616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7407412525031848,-0.783006395856277,0.0,0.0,0.0,0.0,0.0,-0.7399049004209737,0.0,0.0,0.0
091120113028.txt,0.0,0.0,0.06741190377524454,0.0,-0.1954815740421332,3.7547938430928136,4.317786932917655,1.5738981896816997,2.9042462825179887,0.0,-0.298616652449453,-0.25137663324373366,1.852445959256006,0.0,0.0,4.370960431653018,0.3901697260372318,0.0,0.14406360353839573,0.0,0.7165135088058613,0.0,0.0,-0.27355045631666935,1.3179398336328212,0.0,0.0,0.581387399389647,0.0,0.0,0.0,0.0,0.0,0.0,0.535205575240938,0.0,1.69026632645749,0.5450918308058065,-0.1887087342735567,1.9563983688985584,4.0732957019839136,0.0,0.0,0.7024923239405487,0.0,0.0,0.0,0.0,0.0,0.0
291020230442.txt,0.0,-0.6871879746419892,-0.3748814514936203,-0.674251836395924,0.0,2.8553754779041984,-0.045207620746885994,-0.42027371241391875,-0.31942471162664177,0.0,0.0,0.0,0.012167940156089806,0.0,0.0,-0.13035398006248328,0.0,0.0,-0.36234757959937997,0.0,-0.5363731447322158,0.0,0.0,0.0,0.0,0.0,0.0,-0.3163420191728798,-0.46631033159638496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5635441486512743,-0.5839958402963605,0.0,-0.7108786647033398,0.0,0.0,0.0,2.322136570652835,0.0,0.0,0.0
050121173310.txt,0.0,-0.3124030656045854,3.003944029243007,0.0,0.0,4.6959075486483455,0.5023174611895058,-0.12609070018890428,0.7169744619447885,-0.49320615572989934,0.0,0.0,-0.3165079088480279,0.0,0.0,0.5104682749593209,0.0,0.0,-0.05023596202942617,3.811922790606687,-0.519563986748017,0.0,0.0,0.0,-0.375462010554837,0.0,0.0,0.8804005681902654,0.0,0.0,0.0,0.0,-0.5019431187408475,0.0,0.0,0.0,0.0,0.6537088329903632,-0.2418963922098115,-0.3660424657514249,1.053750024613795,0.0,0.0,0.0,0.0,0.0,-0.4750055833055123,-0.37368962402622535,0.0,0.0
291020230455.txt,0.5842485536458579,-0.35837211667473146,0.5731818683318978,0.0,0.0,1.900686380991393,0.6699874717684772,0.1616314474352204,-0.0558234264174126,0.0,0.0,0.0,0.24010134314714016,0.0,-0.61585166812998,0.06695699811415842,0.0,0.0,-0.17691477913709336,4.592619604114978,-0.5485568988766764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.579709360377211,0.0,0.0,-0.5084375473983759,0.0,0.0,-0.08637361770347948,0.06576507768177965,0.0,1.8464523282125545,-0.38078733389242087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
